scientific_name,park_name,observations,category,common_names,conservation_status,missing_conservation_status,status_nb,common_names_length,last_common_name
Arundo donax,Yellowstone National Park,239,Vascular Plant,Giantreed,Not Threatened,True,0,9,Giantreed
Trifolium microcephalum,Yellowstone National Park,243,Vascular Plant,"Littlehead Clover, Smallhead Clover, Small-Head Clover",Not Threatened,True,0,54,Clover
Polytrichum pallidisetum,Great Smoky Mountains National Park,87,Nonvascular Plant,Polytrichum Moss,Not Threatened,True,0,16,Moss
Hutchinsia procumbens,Great Smoky Mountains National Park,66,Vascular Plant,"Ovalpurse, Prostrate Hutchinsia",Not Threatened,True,0,31,Hutchinsia
Viola labradorica,Yosemite National Park,172,Vascular Plant,Alpine Violet,Not Threatened,True,0,13,Violet
Diphyscium cumberlandianum,Yosemite National Park,123,Nonvascular Plant,Cumberland Diphyscium Moss,Not Threatened,True,0,26,Moss
Rosa multiflora,Great Smoky Mountains National Park,105,Vascular Plant,"Multiflora Rose, Rambler Rose",Not Threatened,True,0,29,Rose
Juncus xiphioides,Yellowstone National Park,267,Vascular Plant,Irisleaf Rush,Not Threatened,True,0,13,Rush
Cystopteris fragilis,Yellowstone National Park,270,Vascular Plant,"Brittle Bladder Fern, Brittle Bladderfern, Fragile Fern",Not Threatened,True,0,55,Fern
Cinna latifolia,Yellowstone National Park,238,Vascular Plant,"Slender Wood Reedgrass, Woodreed",Not Threatened,True,0,32,Woodreed
Peromyscus boylii,Bryce National Park,102,Mammal,"Brush Deermouse, Brush Mouse",Not Threatened,True,0,28,Mouse
Thuja occidentalis,Yosemite National Park,141,Vascular Plant,Northern White Cedar,Not Threatened,True,0,20,Cedar
Cistothorus platensis,Great Smoky Mountains National Park,65,Bird,Sedge Wren,Not Threatened,True,0,10,Wren
Carex lanuginosa,Yosemite National Park,167,Vascular Plant,Woolly Sedge,Not Threatened,True,0,12,Sedge
Carex aquatilis,Great Smoky Mountains National Park,86,Vascular Plant,Water Sedge,Not Threatened,True,0,11,Sedge
Juncus triformis,Great Smoky Mountains National Park,66,Vascular Plant,Yosemite Dwarf Rush,Not Threatened,True,0,19,Rush
Brassica nigra,Bryce National Park,88,Vascular Plant,"Black Mustard, Shortpod Mustard",Not Threatened,True,0,31,Mustard
Cicuta maculata,Yellowstone National Park,240,Vascular Plant,"Spotted Cowbane, Spotted Water-Hemlock",Not Threatened,True,0,38,Water-Hemlock
Hieracium argutum,Bryce National Park,109,Vascular Plant,Southern Hawkweed,Not Threatened,True,0,17,Hawkweed
Clethrionomys gapperi,Great Smoky Mountains National Park,93,Mammal,Southern Red-Backed Vole,Not Threatened,True,0,24,Vole
Sanguisorba annua,Yellowstone National Park,237,Vascular Plant,Prairie Burnet,Not Threatened,True,0,14,Burnet
Scapanus latimanus,Yosemite National Park,105,Mammal,Broad-Footed Mole,Not Threatened,True,0,17,Mole
Cheilanthes intertexta,Bryce National Park,112,Vascular Plant,Coastal Lipfern,Not Threatened,True,0,15,Lipfern
Anomodon minor,Yellowstone National Park,286,Nonvascular Plant,Anomodon Moss,Not Threatened,True,0,13,Moss
Diplazium pycnocarpon,Yosemite National Park,133,Vascular Plant,Glade Fern,Not Threatened,True,0,10,Fern
Tiarella cordifolia var. cordifolia,Great Smoky Mountains National Park,63,Vascular Plant,Foamflower,Not Threatened,True,0,10,Foamflower
Carex texensis,Yellowstone National Park,221,Vascular Plant,Texas Sedge,Not Threatened,True,0,11,Sedge
Elymus villosus,Yellowstone National Park,272,Vascular Plant,Hairy Wildrye,Not Threatened,True,0,13,Wildrye
Lilium philadelphicum,Yosemite National Park,162,Vascular Plant,"Philadelphia Wood Lily, Wood Lily",Not Threatened,True,0,33,Lily
Lepomis microlophus,Bryce National Park,86,Fish,Redear Sunfish,Not Threatened,True,0,14,Sunfish
Ilex montana,Bryce National Park,137,Vascular Plant,Mountain Holly,Not Threatened,True,0,14,Holly
Myadestes townsendi,Yellowstone National Park,217,Bird,Townsend's Solitaire,Not Threatened,True,0,20,Solitaire
Sedum sarmentosum,Bryce National Park,142,Vascular Plant,"Stonecrop, Stringy Stonecrop",Not Threatened,True,0,28,Stonecrop
Setophaga discolor,Yosemite National Park,136,Bird,Prairie Warbler,Not Threatened,True,0,15,Warbler
Platanthera psycodes,Yellowstone National Park,258,Vascular Plant,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",Not Threatened,True,0,55,Orchid
Polygonum minimum,Great Smoky Mountains National Park,74,Vascular Plant,"Broadleaf Knotweed, Dwarf Knotweed, Zigzag Knotweed",Not Threatened,True,0,51,Knotweed
Crepis elegans,Great Smoky Mountains National Park,72,Vascular Plant,Elegant Hawksbeard,Not Threatened,True,0,18,Hawksbeard
Epilobium latifolium,Yosemite National Park,135,Vascular Plant,Dwarf Fireweed,Not Threatened,True,0,14,Fireweed
Apocynum androsaemifolium,Bryce National Park,102,Vascular Plant,Spreading Dogbane,Not Threatened,True,0,17,Dogbane
Riparia riparia,Bryce National Park,88,Bird,Bank Swallow,Species of Concern,False,2,12,Swallow
Synaptomys cooperi,Yellowstone National Park,235,Mammal,Southern Bog Lemming,Not Threatened,True,0,20,Lemming
Plethodon metcalfi,Bryce National Park,131,Amphibian,Southern Gray-Cheeked Salamander,Not Threatened,True,0,32,Salamander
Astragalus whitneyi var. whitneyi,Yosemite National Park,136,Vascular Plant,"Balloonpod Milkvetch, Whitney's Milkvetch",Not Threatened,True,0,41,Milkvetch
Rorippa nasturtium-aquaticum,Bryce National Park,82,Vascular Plant,"True Watercress, Watercress",Not Threatened,True,0,27,Watercress
Larus delawarensis,Bryce National Park,81,Bird,Ring-Billed Gull,Not Threatened,True,0,16,Gull
Hackelia velutina,Yosemite National Park,163,Vascular Plant,"Velvet Stickseed, Velvety Stickseed",Not Threatened,True,0,35,Stickseed
Polygonum bistortoides,Bryce National Park,148,Vascular Plant,American Bistort,Not Threatened,True,0,16,Bistort
Sphyrapicus nuchalis,Yellowstone National Park,252,Bird,Red-Naped Sapsucker,Not Threatened,True,0,19,Sapsucker
Carex jonesii,Yosemite National Park,144,Vascular Plant,"Jones Sedge, Jones' Sedge",Not Threatened,True,0,25,Sedge
Potentilla biennis,Bryce National Park,69,Vascular Plant,Biennial Cinquefoil,Not Threatened,True,0,19,Cinquefoil
Salix drummondiana,Great Smoky Mountains National Park,62,Vascular Plant,Drummond's Willow,Not Threatened,True,0,17,Willow
Podiceps grisegena,Yellowstone National Park,260,Bird,Red-Necked Grebe,Not Threatened,True,0,16,Grebe
Hordeum jubatum,Bryce National Park,117,Vascular Plant,Foxtail Barley,Not Threatened,True,0,14,Barley
Physocarpus malvaceus,Yellowstone National Park,280,Vascular Plant,Mallow Ninebark,Not Threatened,True,0,15,Ninebark
Artemisia biennis var. biennis,Yosemite National Park,148,Vascular Plant,Biennial Wormwood,Not Threatened,True,0,17,Wormwood
Chamaecrista fasciculata,Yellowstone National Park,208,Vascular Plant,"Partridge-Pea, Prairie Senna",Not Threatened,True,0,28,Senna
Aechmophorus clarkii,Yosemite National Park,166,Bird,Clark's Grebe,Not Threatened,True,0,13,Grebe
Charina bottae,Yosemite National Park,161,Reptile,Rubber Boa,Not Threatened,True,0,10,Boa
Polygonum pensylvanicum,Yosemite National Park,137,Vascular Plant,Pennsylvania Smartweed,Not Threatened,True,0,22,Smartweed
Dryopteris intermedia,Bryce National Park,104,Vascular Plant,"Evergreen Woodfern, Intermediate Wood Fern",Not Threatened,True,0,42,Fern
Salix fragilis,Bryce National Park,122,Vascular Plant,Crack Willow,Not Threatened,True,0,12,Willow
Panicum rigidulum var. rigidulum,Yellowstone National Park,242,Vascular Plant,Redtop Panicum,Not Threatened,True,0,14,Panicum
Setaria pumila,Yosemite National Park,111,Vascular Plant,Glaucous Foxtail,Not Threatened,True,0,16,Foxtail
Camissonia lacustris,Bryce National Park,101,Vascular Plant,Grassland Suncup,Not Threatened,True,0,16,Suncup
Anemone tetonensis,Great Smoky Mountains National Park,70,Vascular Plant,Teton Anemone,Not Threatened,True,0,13,Anemone
Clematis ochroleuca,Great Smoky Mountains National Park,92,Vascular Plant,Curlyheads,Not Threatened,True,0,10,Curlyheads
Ptelea trifoliata,Yosemite National Park,154,Vascular Plant,Common Hoptree,Not Threatened,True,0,14,Hoptree
Heterocodon rariflorum,Great Smoky Mountains National Park,37,Vascular Plant,"Rareflower Heterocodon, Western Pearlflower",Not Threatened,True,0,43,Pearlflower
Barbilophozia attenuata,Bryce National Park,112,Nonvascular Plant,Attenuate Barbilophozia,Not Threatened,True,0,23,Barbilophozia
Lepomis auritus,Great Smoky Mountains National Park,77,Fish,Redbreast Sunfish,Not Threatened,True,0,17,Sunfish
Chaenactis glabriuscula var. heterocarpha,Great Smoky Mountains National Park,95,Vascular Plant,Yellow Pincushion,Not Threatened,True,0,17,Pincushion
Ivesia gordonii,Yellowstone National Park,253,Vascular Plant,Gordon's Ivesia,Not Threatened,True,0,15,Ivesia
Photinia pyrifolia,Yosemite National Park,188,Vascular Plant,Red Chokeberry,Not Threatened,True,0,14,Chokeberry
Eryngium yuccifolium,Yellowstone National Park,242,Vascular Plant,Rattlesnake-Master,Not Threatened,True,0,18,Rattlesnake-Master
Arabis lemmonii var. depauperata,Yellowstone National Park,259,Vascular Plant,Soldier Rockcress,Not Threatened,True,0,17,Rockcress
Oxypolis occidentalis,Bryce National Park,121,Vascular Plant,Western Cowbane,Not Threatened,True,0,15,Cowbane
Geranium dissectum,Yellowstone National Park,221,Vascular Plant,Cutleaf Geranium,Not Threatened,True,0,16,Geranium
Salix jepsonii,Bryce National Park,96,Vascular Plant,Jepson's Willow,Not Threatened,True,0,15,Willow
Cannabis sativa,Yellowstone National Park,248,Vascular Plant,"Hemp, Marijuana, Marijuana",Not Threatened,True,0,26,Marijuana
Boehmeria cylindrica,Bryce National Park,84,Vascular Plant,"Button-Hemp, False Nettle, False Nettle",Not Threatened,True,0,39,Nettle
Triticum aestivum,Great Smoky Mountains National Park,94,Vascular Plant,"Cultivated Wheat, Wheat",Not Threatened,True,0,23,Wheat
Carex stipata var. stipata,Bryce National Park,96,Vascular Plant,Owlfruit Sedge,Not Threatened,True,0,14,Sedge
Sitta carolinensis,Great Smoky Mountains National Park,66,Bird,White-Breasted Nuthatch,Not Threatened,True,0,23,Nuthatch
Heuchera americana,Bryce National Park,104,Vascular Plant,"Alumroot, American Alumroot",Not Threatened,True,0,27,Alumroot
Rigiopappus leptocladus,Bryce National Park,101,Vascular Plant,Wireweed,Not Threatened,True,0,8,Wireweed
Solidago erecta,Great Smoky Mountains National Park,86,Vascular Plant,Slender Golden-Rod,Not Threatened,True,0,18,Golden-Rod
Erechtites hieraciifolia var. hieraciifolia,Bryce National Park,87,Vascular Plant,American Burnweed,Not Threatened,True,0,17,Burnweed
Carex preslii,Bryce National Park,76,Vascular Plant,Presl's Sedge,Not Threatened,True,0,13,Sedge
Lupinus breweri var. breweri,Yellowstone National Park,261,Vascular Plant,Brewer's Lupine,Not Threatened,True,0,15,Lupine
Rubus discolor,Yellowstone National Park,225,Vascular Plant,"Himalaya Blackberry, Himalayan Blackberry",Not Threatened,True,0,41,Blackberry
Silene noctiflora,Bryce National Park,112,Vascular Plant,Nightflowering Silene,Not Threatened,True,0,21,Silene
Daucus carota,Yosemite National Park,160,Vascular Plant,"Queen Anne's Lace, Wild Carrot",Not Threatened,True,0,30,Carrot
Oncorhynchus mykiss,Bryce National Park,59,Fish,Rainbow Trout,Not Threatened,True,0,13,Trout
Arisaema triphyllum ssp. quinatum,Yosemite National Park,193,Vascular Plant,Jack In The Pulpit,Not Threatened,True,0,18,Pulpit
Oxytropis deflexa var. foliolosa,Great Smoky Mountains National Park,83,Vascular Plant,"Nodding Locoweed, Pendant-Pod Crazyweed, Pendantpod Locoweed",Not Threatened,True,0,60,Locoweed
Antennaria lanata,Bryce National Park,99,Vascular Plant,Woolly Pussytoes,Not Threatened,True,0,16,Pussytoes
Paraleucobryum longifolium,Bryce National Park,124,Nonvascular Plant,Longleaf Paraleucobryum Moss,Not Threatened,True,0,28,Moss
Achnatherum occidentale ssp. californicum,Bryce National Park,77,Vascular Plant,California Needlegrass,Not Threatened,True,0,22,Needlegrass
Hypnum lindbergii,Yosemite National Park,162,Nonvascular Plant,Lindberg's Hypnum Moss,Not Threatened,True,0,22,Moss
Woodsia scopulina,Yosemite National Park,135,Vascular Plant,"Rocky Mountain Cliff Fern, Rocky Mountain Woodsia",Not Threatened,True,0,49,Woodsia
Thamnophis elegans vagrans,Bryce National Park,107,Reptile,Wandering Garter Snake,Not Threatened,True,0,22,Snake
Parnassia asarifolia,Great Smoky Mountains National Park,45,Vascular Plant,"Grass-Of-Parnassus, Kidneyleaf Grass-Of-Parnassus",Not Threatened,True,0,49,Grass-Of-Parnassus
Taraxacum laevigatum,Great Smoky Mountains National Park,114,Vascular Plant,Red-Seeded Dandelion,Not Threatened,True,0,20,Dandelion
Veronica peregrina ssp. xalapensis,Yellowstone National Park,255,Vascular Plant,"Hairy Purslane Speedwell, Neckweed",Not Threatened,True,0,34,Neckweed
Lindernia dubia var. anagallidea,Great Smoky Mountains National Park,113,Vascular Plant,False Pimpernel,Not Threatened,True,0,15,Pimpernel
Platanthera peramoena,Yellowstone National Park,251,Vascular Plant,Purple Fringeless Orchid,Not Threatened,True,0,24,Orchid
Canis rufus,Bryce National Park,30,Mammal,Red Wolf,Endangered,False,4,8,Wolf
Polytrichum juniperinum,Great Smoky Mountains National Park,92,Nonvascular Plant,Juniper Polytrichum Moss,Not Threatened,True,0,24,Moss
Spiranthes tuberosa,Yellowstone National Park,262,Vascular Plant,"Little Ladies'-Tresses, Little Lady's Tresses",Not Threatened,True,0,45,Tresses
Agoseris grandiflora,Bryce National Park,107,Vascular Plant,"Bigflower Agoseris, Shortbeak Agoseris",Not Threatened,True,0,38,Agoseris
Gastrophryne carolinensis,Great Smoky Mountains National Park,84,Amphibian,Eastern Narrow-Mouthed Toad,Not Threatened,True,0,27,Toad
Porterella carnosula,Yosemite National Park,167,Vascular Plant,"Fleshy Porterella, Porterplant",Not Threatened,True,0,30,Porterplant
Rumex crispus,Yellowstone National Park,255,Vascular Plant,"Curled Dock, Curly Dock",Not Threatened,True,0,23,Dock
Galactia volubilis,Bryce National Park,145,Vascular Plant,Downy Milkpea,Not Threatened,True,0,13,Milkpea
Mimus polyglottos,Yellowstone National Park,257,Bird,"Mockingbird, Northern Mockingbird",Not Threatened,True,0,33,Mockingbird
Prenanthes alba,Great Smoky Mountains National Park,90,Vascular Plant,"White Rattlesnakeroot, White Rattlesnake-Root",Not Threatened,True,0,45,Rattlesnake-Root
Symphyotrichum dumosum var. dumosum,Great Smoky Mountains National Park,95,Vascular Plant,Rice Button Aster,Not Threatened,True,0,17,Aster
Lithospermum canescens,Bryce National Park,70,Vascular Plant,"Hoary Puccoon, Orange Puccoon",Not Threatened,True,0,29,Puccoon
Castor canadensis,Great Smoky Mountains National Park,95,Mammal,"American Beaver, Beaver",Not Threatened,True,0,23,Beaver
Erechtites hieraciifolia,Yosemite National Park,160,Vascular Plant,American Burnweed,Not Threatened,True,0,17,Burnweed
Ligustrum vulgare,Yellowstone National Park,250,Vascular Plant,"Common Privet, European Privet",Not Threatened,True,0,30,Privet
Nycticorax nycticorax,Bryce National Park,106,Bird,Black-Crowned Night-Heron,Species of Concern,False,2,25,Night-Heron
Cerastium glomeratum,Bryce National Park,94,Vascular Plant,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed",Not Threatened,True,0,47,Chickweed
Dulichium arundinaceum,Yellowstone National Park,259,Vascular Plant,Three-Way Sedge,Not Threatened,True,0,15,Sedge
Gallinula chloropus,Yosemite National Park,181,Bird,Common Moorhen,Not Threatened,True,0,14,Moorhen
Verbesina alternifolia,Great Smoky Mountains National Park,100,Vascular Plant,Wingstem,Not Threatened,True,0,8,Wingstem
Buxbaumia aphylla,Yellowstone National Park,241,Nonvascular Plant,Bug-On-A-Stick,Not Threatened,True,0,14,Bug-On-A-Stick
Urtica dioica,Bryce National Park,89,Vascular Plant,Stinging Nettle,Not Threatened,True,0,15,Nettle
Dicentra chrysantha,Bryce National Park,107,Vascular Plant,Golden Eardrops,Not Threatened,True,0,15,Eardrops
Gentianella quinquefolia ssp. quinquefolia,Great Smoky Mountains National Park,93,Vascular Plant,Stiff Gentian,Not Threatened,True,0,13,Gentian
Microseris nutans,Yosemite National Park,155,Vascular Plant,"Nodding Microseris, Nodding Silverpuffs",Not Threatened,True,0,39,Silverpuffs
Aegolius,Great Smoky Mountains National Park,42,Bird,Saw-Whet Owls,Not Threatened,True,0,13,Owls
Pinus pungens,Great Smoky Mountains National Park,86,Vascular Plant,Table Mountain Pine,Not Threatened,True,0,19,Pine
Fissidens subbasilaris,Bryce National Park,108,Nonvascular Plant,Fissidens Moss,Not Threatened,True,0,14,Moss
Cyperus setigerus,Yosemite National Park,152,Vascular Plant,Thin-Fruited Umbrella Sedge,Not Threatened,True,0,27,Sedge
Cyperus dipsaceus,Yosemite National Park,149,Vascular Plant,"Wright Flatsedge, Wright's Flatsedge",Not Threatened,True,0,36,Flatsedge
Epilobium glaberrimum ssp. fastigiatum,Yosemite National Park,115,Vascular Plant,"Glaucus Willowherb, Smooth Willowweed",Not Threatened,True,0,37,Willowweed
Leucobryum albidum,Yellowstone National Park,259,Nonvascular Plant,Leucobryum Moss,Not Threatened,True,0,15,Moss
Corallorrhiza striata,Yellowstone National Park,232,Vascular Plant,"Hooded Coralroot, Striped Coralroot",Not Threatened,True,0,35,Coralroot
Ambystoma mavortium melanostictum,Bryce National Park,84,Amphibian,Blotched Tiger Salamander,Not Threatened,True,0,25,Salamander
Heuchera longiflora,Bryce National Park,100,Vascular Plant,"Alumroot, Long-Flower Alumroot",Not Threatened,True,0,30,Alumroot
Tiarella cordifolia var. cordifolia,Yellowstone National Park,245,Vascular Plant,Foamflower,Not Threatened,True,0,10,Foamflower
Potentilla drummondii ssp. drummondii,Yellowstone National Park,266,Vascular Plant,Drummond's Cinquefoil,Not Threatened,True,0,21,Cinquefoil
Vitis aestivalis var. bicolor,Yosemite National Park,135,Vascular Plant,Summer Grape,Not Threatened,True,0,12,Grape
Mentha X gracilis,Yosemite National Park,140,Vascular Plant,Mint,Not Threatened,True,0,4,Mint
Erysimum cheiranthoides,Bryce National Park,76,Vascular Plant,"Worm-Seed Mustard, Worm-Seed Wallflower",Not Threatened,True,0,39,Wallflower
Verbena simplex,Great Smoky Mountains National Park,71,Vascular Plant,"Narrow-Leaved Vervain, Vervain",Not Threatened,True,0,30,Vervain
Ictinia mississippiensis,Yosemite National Park,139,Bird,Mississippi Kite,Not Threatened,True,0,16,Kite
Eleocharis rostellata,Great Smoky Mountains National Park,64,Vascular Plant,"Beaked Spikerush, Beaked Spike-Rush, Beaked Spikesedge",Not Threatened,True,0,54,Spikesedge
Monarda fistulosa,Great Smoky Mountains National Park,69,Vascular Plant,Wild Bergamot Bee-Balm,Not Threatened,True,0,22,Bee-Balm
